name,region,longitude,latitude,worldX,worldY,locationtype,locationtypeenum,mplongitude,mplatitude,gisX,gisY,dungeontype
Waridge Hamlet,Wrothgarian Mountains,117016,45200,914,146,TownHamlet,TownHamlet,914.1875,-145.875,914.5,-146.5,
The Mole and Dungeon Hostel,Wrothgarian Mountains,117416,45224,917,146,Tavern,Tavern,917.3125,-145.6875,917.5,-146.5,
The Beaver and Goblin Tavern,Wrothgarian Mountains,120872,44968,944,148,Tavern,Tavern,944.3125,-147.6875,944.5,-148.5,
Buckingwing's Hold,Wrothgarian Mountains,115880,44840,905,149,DungeonKeep,DungeonKeep,905.3125,-148.6875,905.5,-149.5,Mine
The Hearthfield Cabin,Wrothgarian Mountains,119592,44840,934,149,HomePoor,HomePoor,934.3125,-148.6875,934.5,-149.5,
Copperford Grange,Wrothgarian Mountains,120616,44840,942,149,HomeFarms,HomeFarms,942.3125,-148.6875,942.5,-149.5,
Copperford Grange,Anticlere,52520,46248,410,138,HomeFarms,HomeFarms,410.3125,-137.6875,410.5,-138.5,
The Moorcroft Graveyard,Wrothgarian Mountains,124584,44840,973,149,Graveyard,Graveyard,973.3125,-148.6875,973.5,-149.5,Cemetery
The Moorcroft Graveyard,Wrothgarian Mountains,124584,44840,973,149,Graveyard,Graveyard,973.3125,-148.6875,973.5,-149.5,Cemetery
The Moorcroft Graveyard,Phrygias,77736,62888,607,8,Graveyard,Graveyard,607.3125,-7.6875,607.5,-8.5,Cemetery
The Moorcroft Graveyard,Phrygias,77736,62888,607,8,Graveyard,Graveyard,607.3125,-7.6875,607.5,-8.5,Cemetery
Ruins of Hawkwing Manor,Wrothgarian Mountains,118184,44712,923,150,DungeonRuin,DungeonRuin,923.3125,-149.6875,923.5,-150.5,GiantStronghold
Kingcroft Manor,Wrothgarian Mountains,121896,44712,952,150,HomeWealthy,HomeWealthy,952.3125,-149.6875,952.5,-150.5,
Kingcroft Manor,Anticlere,61864,45480,483,144,HomeWealthy,HomeWealthy,483.3125,-143.6875,483.5,-144.5,
Kingcroft Manor,Wayrest,117160,35368,915,223,HomeWealthy,HomeWealthy,915.3125,-222.6875,915.5,-223.5,
Kingcroft Manor,Ykalon,47400,63144,370,6,HomeWealthy,HomeWealthy,370.3125,-5.6875,370.5,-6.5,
Kingcroft Manor,Daenia,50600,56232,395,60,HomeWealthy,HomeWealthy,395.3125,-59.6875,395.5,-60.5,
The Hearthton Plantation,Wrothgarian Mountains,123944,44712,968,150,HomeFarms,HomeFarms,968.3125,-149.6875,968.5,-150.5,
The Hearthton Plantation,Daenia,49064,58408,383,43,HomeFarms,HomeFarms,383.3125,-42.6875,383.5,-43.5,
Vanhope Wood,Wrothgarian Mountains,116512,44576,910,151,TownHamlet,TownHamlet,910.25,-150.75,910.5,-151.5,
The Haunt of Darkimyth,Wrothgarian Mountains,118568,44584,926,151,DungeonLabyrinth,DungeonLabyrinth,926.3125,-150.6875,926.5,-151.5,VampireHaunt
Ruins of Buckingsley Orchard,Wrothgarian Mountains,120616,44584,942,151,DungeonRuin,DungeonRuin,942.3125,-150.6875,942.5,-151.5,NaturalCave
The Crimson Wolf Tavern,Wrothgarian Mountains,121256,44584,947,151,Tavern,Tavern,947.3125,-150.6875,947.5,-151.5,
Reyworth,Wrothgarian Mountains,126240,44584,986,151,TownVillage,TownVillage,986.25,-150.6875,986.5,-151.5,
The Gaersly Farmstead,Wrothgarian Mountains,119336,44456,932,152,HomeFarms,HomeFarms,932.3125,-151.6875,932.5,-152.5,
The Gaersly Farmstead,Menevia,106280,40104,830,186,HomeFarms,HomeFarms,830.3125,-185.6875,830.5,-186.5,
The Gaersly Farmstead,Ilessan Hills,31016,48296,242,122,HomeFarms,HomeFarms,242.3125,-121.6875,242.5,-122.5,
Old Lysanna's Farm,Wrothgarian Mountains,120104,44456,938,152,HomeFarms,HomeFarms,938.3125,-151.6875,938.5,-152.5,
Gaerton Grange,Wrothgarian Mountains,124968,44456,976,152,HomeFarms,HomeFarms,976.3125,-151.6875,976.5,-152.5,
Gaerton Grange,Ykalon,41128,60712,321,25,HomeFarms,HomeFarms,321.3125,-24.6875,321.5,-25.5,
Old Belladabyth's Place,Wrothgarian Mountains,118184,44328,923,153,HomePoor,HomePoor,923.3125,-152.6875,923.5,-153.5,
Wailing Star of Kynareth,Wrothgarian Mountains,118824,44328,928,153,ReligionTemple,ReligionTemple,928.3125,-152.6875,928.5,-153.5,
Wailing Star of Kynareth,Daggerfall,22952,40360,179,184,ReligionTemple,ReligionTemple,179.3125,-183.6875,179.5,-184.5,
Ruins of Hearthwing Manor,Wrothgarian Mountains,123688,44328,966,153,DungeonRuin,DungeonRuin,966.3125,-152.6875,966.5,-153.5,OrcStronghold
Ruins of Hearthwing Manor,Wrothgarian Mountains,123688,44328,966,153,DungeonRuin,DungeonRuin,966.3125,-152.6875,966.5,-153.5,RuinedCastle
Ruins of Hearthwing Manor,Glenpoint,22312,50216,174,107,DungeonRuin,DungeonRuin,174.3125,-106.6875,174.5,-107.5,OrcStronghold
Ruins of Hearthwing Manor,Glenpoint,22312,50216,174,107,DungeonRuin,DungeonRuin,174.3125,-106.6875,174.5,-107.5,RuinedCastle
The Fortress of Greening,Wrothgarian Mountains,121384,44200,948,154,DungeonLabyrinth,DungeonLabyrinth,948.3125,-153.6875,948.5,-154.5,RuinedCastle
The Greenfield Plantation,Wrothgarian Mountains,119208,44072,931,155,HomeFarms,HomeFarms,931.3125,-154.6875,931.5,-155.5,
The Greenfield Plantation,Alcaire,91176,50856,712,102,HomeFarms,HomeFarms,712.3125,-101.6875,712.5,-102.5,
The Greenfield Plantation,Ykalon,48808,60968,381,23,HomeFarms,HomeFarms,381.3125,-22.6875,381.5,-23.5,
The Moorfield Vaults,Wrothgarian Mountains,121896,44072,952,155,Graveyard,Graveyard,952.3125,-154.6875,952.5,-155.5,Cemetery
The Kingsmith Crypts,Wrothgarian Mountains,126120,44072,985,155,Graveyard,Graveyard,985.3125,-154.6875,985.5,-155.5,Cemetery
The Kingcroft Graveyard,Wrothgarian Mountains,118568,43944,926,156,Graveyard,Graveyard,926.3125,-155.6875,926.5,-156.5,Cemetery
The Ashsley Plantation,Wrothgarian Mountains,120232,43944,939,156,HomeFarms,HomeFarms,939.3125,-155.6875,939.5,-156.5,
The Bat and Griffin Hostel,Wrothgarian Mountains,124712,43944,974,156,Tavern,Tavern,974.3125,-155.6875,974.5,-156.5,
The Bat and Griffin Hostel,Sentinel,42792,12968,334,398,Tavern,Tavern,334.3125,-397.6875,334.5,-398.5,
The Bat and Griffin Hostel,Satakalaam,99624,26152,778,295,Tavern,Tavern,778.3125,-294.6875,778.5,-295.5,
Old Belladyvyra's Farm,Wrothgarian Mountains,125736,43944,982,156,HomeFarms,HomeFarms,982.3125,-155.6875,982.5,-156.5,
Old Belladyvyra's Farm,Ykalon,38952,59560,304,34,HomeFarms,HomeFarms,304.3125,-33.6875,304.5,-34.5,
Gentle Seer of Kynareth,Wrothgarian Mountains,118056,43816,922,157,ReligionTemple,ReligionTemple,922.3125,-156.6875,922.5,-157.5,
Gentle Seer of Kynareth,Alcaire,90920,52008,710,93,ReligionTemple,ReligionTemple,710.3125,-92.6875,710.5,-93.5,
The Ashsly Burial Ground,Wrothgarian Mountains,119336,43816,932,157,Graveyard,Graveyard,932.3125,-156.6875,932.5,-157.5,Cemetery
The Hearthton Farmstead,Wrothgarian Mountains,119720,43816,935,157,HomeFarms,HomeFarms,935.3125,-156.6875,935.5,-157.5,
The Hearthton Farmstead,Daggerfall,22952,41256,179,177,HomeFarms,HomeFarms,179.3125,-176.6875,179.5,-177.5,
Azvor,Wrothgarian Mountains,121000,43816,945,157,DungeonLabyrinth,DungeonLabyrinth,945.3125,-156.6875,945.5,-157.5,GiantStronghold
Ruins of The Kington Farmstead,Wrothgarian Mountains,121768,43816,951,157,DungeonRuin,DungeonRuin,951.3125,-156.6875,951.5,-157.5,VampireHaunt
Ruins of The Gaerton Cabin,Wrothgarian Mountains,124328,43816,971,157,DungeonRuin,DungeonRuin,971.3125,-156.6875,971.5,-157.5,Mine
The Pig and Bird Hostel,Wrothgarian Mountains,117416,43688,917,158,Tavern,Tavern,917.3125,-157.6875,917.5,-158.5,
The Hold of Greenford,Wrothgarian Mountains,121256,43688,947,158,DungeonKeep,DungeonKeep,947.3125,-157.6875,947.5,-158.5,Mine
The Edward Excavation,Wrothgarian Mountains,124072,43688,969,158,DungeonLabyrinth,DungeonLabyrinth,969.3125,-157.6875,969.5,-158.5,Mine
The Toad and Cat Lodge,Wrothgarian Mountains,115752,43560,904,159,Tavern,Tavern,904.3125,-158.6875,904.5,-159.5,
Burning Soul of Kynareth,Wrothgarian Mountains,118312,43560,924,159,ReligionTemple,ReligionTemple,924.3125,-158.6875,924.5,-159.5,
Burning Soul of Kynareth,Daggerfall,13736,43176,107,162,ReligionTemple,ReligionTemple,107.3125,-161.6875,107.5,-162.5,
Burning Soul of Kynareth,Alcaire,93736,46760,732,134,ReligionTemple,ReligionTemple,732.3125,-133.6875,732.5,-134.5,
The Ashwing Farmstead,Wrothgarian Mountains,120488,43560,941,159,HomeFarms,HomeFarms,941.3125,-158.6875,941.5,-159.5,
The Ashwing Farmstead,Daggerfall,32936,47144,257,131,HomeFarms,HomeFarms,257.3125,-130.6875,257.5,-131.5,
The Ashwing Farmstead,Ilessan Hills,37160,54184,290,76,HomeFarms,HomeFarms,290.3125,-75.6875,290.5,-76.5,
The Red Skull Inn,Wrothgarian Mountains,120744,43560,943,159,Tavern,Tavern,943.3125,-158.6875,943.5,-159.5,
The Ashton Plantation,Wrothgarian Mountains,121640,43560,950,159,HomeFarms,HomeFarms,950.3125,-158.6875,950.5,-159.5,
Burning Redeemer of Kynareth,Wrothgarian Mountains,123816,43560,967,159,ReligionTemple,ReligionTemple,967.3125,-158.6875,967.5,-159.5,
Burning Redeemer of Kynareth,Daggerfall,34216,38952,267,195,ReligionTemple,ReligionTemple,267.3125,-194.6875,267.5,-195.5,
Ruins of The Old Gaerwing Place,Wrothgarian Mountains,119848,43432,936,160,DungeonRuin,DungeonRuin,936.3125,-159.6875,936.5,-160.5,NaturalCave
Silent Light of Kynareth,Wrothgarian Mountains,118824,43304,928,161,ReligionTemple,ReligionTemple,928.3125,-160.6875,928.5,-161.5,
The Andistyr Excavation,Wrothgarian Mountains,121896,43304,952,161,DungeonLabyrinth,DungeonLabyrinth,952.3125,-160.6875,952.5,-161.5,Mine
Ashsmith Grange,Wrothgarian Mountains,123048,43304,961,161,HomeFarms,HomeFarms,961.3125,-160.6875,961.5,-161.5,
Ashsmith Grange,Daggerfall,29096,37672,227,205,HomeFarms,HomeFarms,227.3125,-204.6875,227.5,-205.5,
Ashsmith Grange,Alcaire,97320,46760,760,134,HomeFarms,HomeFarms,760.3125,-133.6875,760.5,-134.5,
The Ashston Cabin,Wrothgarian Mountains,124328,43304,971,161,HomePoor,HomePoor,971.3125,-160.6875,971.5,-161.5,
Anrath,Wrothgarian Mountains,116520,43176,910,162,DungeonLabyrinth,DungeonLabyrinth,910.3125,-161.6875,910.5,-162.5,GiantStronghold
Kingford Grange,Wrothgarian Mountains,118312,43176,924,162,HomeFarms,HomeFarms,924.3125,-161.6875,924.5,-162.5,
Warbridge Hill,Wrothgarian Mountains,124832,43168,975,162,TownVillage,TownVillage,975.25,-161.75,975.5,-162.5,
The Citadel of Hearthfield,Wrothgarian Mountains,126248,43176,986,162,DungeonKeep,DungeonKeep,986.3125,-161.6875,986.5,-162.5,Mine
Ruins of Old Gwynyssa's Hovel,Wrothgarian Mountains,120616,43048,942,163,DungeonRuin,DungeonRuin,942.3125,-162.6875,942.5,-163.5,Mine
The Gaercroft Plantation,Wrothgarian Mountains,122792,43048,959,163,HomeFarms,HomeFarms,959.3125,-162.6875,959.5,-163.5,
The Gaercroft Plantation,Glenpoint,26024,52264,203,91,HomeFarms,HomeFarms,203.3125,-90.6875,203.5,-91.5,
The Old Masterhouse Hovel,Wrothgarian Mountains,125608,43048,981,163,HomePoor,HomePoor,981.3125,-162.6875,981.5,-163.5,
The Old Masterhouse Hovel,Phrygias,71976,62376,562,12,HomePoor,HomePoor,562.3125,-11.6875,562.5,-12.5,
The Assembly of Carolyrrya,Wrothgarian Mountains,125992,43048,984,163,DungeonLabyrinth,DungeonLabyrinth,984.3125,-162.6875,984.5,-163.5,BarbarianStronghold
The Assembly of Carolyrrya,Wrothgarian Mountains,125992,43048,984,163,DungeonLabyrinth,DungeonLabyrinth,984.3125,-162.6875,984.5,-163.5,BarbarianStronghold
The Assembly of Carolyrrya,Kambria,78632,55464,614,66,DungeonLabyrinth,DungeonLabyrinth,614.3125,-65.6875,614.5,-66.5,BarbarianStronghold
The Assembly of Carolyrrya,Kambria,78632,55464,614,66,DungeonLabyrinth,DungeonLabyrinth,614.3125,-65.6875,614.5,-66.5,BarbarianStronghold
Ruins of The Old Ashhouse Hovel,Wrothgarian Mountains,118568,42920,926,164,DungeonRuin,DungeonRuin,926.3125,-163.6875,926.5,-164.5,Crypt
Old Carolausa's Place,Wrothgarian Mountains,123688,42920,966,164,HomePoor,HomePoor,966.3125,-163.6875,966.5,-164.5,
Old Carolausa's Place,Shalgora,38568,43048,301,163,HomePoor,HomePoor,301.3125,-162.6875,301.5,-163.5,
The Morkeusessa Hole,Wrothgarian Mountains,124072,42920,969,164,DungeonLabyrinth,DungeonLabyrinth,969.3125,-163.6875,969.5,-164.5,NaturalCave
The Citadel of Moorwing,Wrothgarian Mountains,116776,42792,912,165,DungeonKeep,DungeonKeep,912.3125,-164.6875,912.5,-165.5,Laboratory
The Citadel of Moorwing,Wrothgarian Mountains,116776,42792,912,165,DungeonKeep,DungeonKeep,912.3125,-164.6875,912.5,-165.5,Crypt
The Citadel of Moorwing,Ykalon,47912,63784,374,1,DungeonKeep,DungeonKeep,374.3125,-0.6875,374.5,-1.5,Laboratory
The Citadel of Moorwing,Ykalon,47912,63784,374,1,DungeonKeep,DungeonKeep,374.3125,-0.6875,374.5,-1.5,Crypt
Inner Seer of Kynareth,Wrothgarian Mountains,118824,42792,928,165,ReligionTemple,ReligionTemple,928.3125,-164.6875,928.5,-165.5,
Inner Seer of Kynareth,Daggerfall,34984,37288,273,208,ReligionTemple,ReligionTemple,273.3125,-207.6875,273.5,-208.5,
Inner Seer of Kynareth,Alcaire,92072,48552,719,120,ReligionTemple,ReligionTemple,719.3125,-119.6875,719.5,-120.5,
The Theodistair Lode,Wrothgarian Mountains,120744,42792,943,165,DungeonLabyrinth,DungeonLabyrinth,943.3125,-164.6875,943.5,-165.5,Mine
Gaersmith's Guard,Wrothgarian Mountains,123304,42792,963,165,DungeonKeep,DungeonKeep,963.3125,-164.6875,963.5,-165.5,OrcStronghold
Weeping Redeemer of Kynareth,Wrothgarian Mountains,122024,42664,953,166,ReligionTemple,ReligionTemple,953.3125,-165.6875,953.5,-166.5,
Lamcroft Court,Wrothgarian Mountains,125472,42648,980,166,TownHamlet,TownHamlet,980.25,-165.8125,980.5,-166.5,
The Edwyrick Tunnel,Wrothgarian Mountains,126120,42664,985,166,DungeonLabyrinth,DungeonLabyrinth,985.3125,-165.6875,985.5,-166.5,Mine
The Hearthham Graveyard,Wrothgarian Mountains,120872,42536,944,167,Graveyard,Graveyard,944.3125,-166.6875,944.5,-167.5,Cemetery
Morlas,Wrothgarian Mountains,121768,42536,951,167,DungeonLabyrinth,DungeonLabyrinth,951.3125,-166.6875,951.5,-167.5,OrcStronghold
Hearthwing Grange,Wrothgarian Mountains,122408,42536,956,167,HomeFarms,HomeFarms,956.3125,-166.6875,956.5,-167.5,
The Kington Farmstead,Wrothgarian Mountains,123432,42536,964,167,HomeFarms,HomeFarms,964.3125,-166.6875,964.5,-167.5,
The Kington Farmstead,Kambria,81448,55976,636,62,HomeFarms,HomeFarms,636.3125,-61.6875,636.5,-62.5,
The Kington Farmstead,Ykalon,55080,59304,430,36,HomeFarms,HomeFarms,430.3125,-35.6875,430.5,-36.5,
The Kington Farmstead,Ilessan Hills,36776,51112,287,100,HomeFarms,HomeFarms,287.3125,-99.6875,287.5,-100.5,
Old Carolyrrya's Shack,Wrothgarian Mountains,120232,42408,939,168,HomePoor,HomePoor,939.3125,-167.6875,939.5,-168.5,
The Uthore Tunnel,Wrothgarian Mountains,122792,42408,959,168,DungeonLabyrinth,DungeonLabyrinth,959.3125,-167.6875,959.5,-168.5,Mine
The Old Ashhart Shack,Wrothgarian Mountains,123688,42408,966,168,HomePoor,HomePoor,966.3125,-167.6875,966.5,-168.5,
The Old Ashhart Shack,Daggerfall,16808,41896,131,172,HomePoor,HomePoor,131.3125,-171.6875,131.5,-172.5,
The Old Ashhart Shack,Wayrest,122792,33192,959,240,HomePoor,HomePoor,959.3125,-239.6875,959.5,-240.5,
The Old Wickton Shack,Wrothgarian Mountains,124456,42408,972,168,HomePoor,HomePoor,972.3125,-167.6875,972.5,-168.5,
The Old Wickton Shack,Menevia,103720,37288,810,208,HomePoor,HomePoor,810.3125,-207.6875,810.5,-208.5,
Woodhart Manor,Wrothgarian Mountains,118440,42280,925,169,HomeWealthy,HomeWealthy,925.3125,-168.6875,925.5,-169.5,
Woodhart Manor,Tulune,9768,45352,76,145,HomeWealthy,HomeWealthy,76.3125,-144.6875,76.5,-145.5,
The Pit of Mareria,Wrothgarian Mountains,118696,42280,927,169,DungeonLabyrinth,DungeonLabyrinth,927.3125,-168.6875,927.5,-169.5,VolcanicCaves
The Rodyn Lode,Wrothgarian Mountains,121256,42280,947,169,DungeonLabyrinth,DungeonLabyrinth,947.3125,-168.6875,947.5,-169.5,Mine
Ruins of Copperfield Hall,Wrothgarian Mountains,121896,42152,952,170,DungeonRuin,DungeonRuin,952.3125,-169.6875,952.5,-170.5,NaturalCave
The Mastersly Crypts,Wrothgarian Mountains,126120,42152,985,170,Graveyard,Graveyard,985.3125,-169.6875,985.5,-170.5,Cemetery
The Masterton Plantation,Wrothgarian Mountains,117928,42024,921,171,HomeFarms,HomeFarms,921.3125,-170.6875,921.5,-171.5,
Ruins of The Copperhouse Cabin,Wrothgarian Mountains,118696,42024,927,171,DungeonRuin,DungeonRuin,927.3125,-170.6875,927.5,-171.5,Mine
Woodhouse Tower,Wrothgarian Mountains,122280,42024,955,171,DungeonKeep,DungeonKeep,955.3125,-170.6875,955.5,-171.5,GiantStronghold
Ruins of Gaerham Manor,Wrothgarian Mountains,125864,42024,983,171,DungeonRuin,DungeonRuin,983.3125,-170.6875,983.5,-171.5,VampireHaunt
Perpetual Relic of Kynareth,Wrothgarian Mountains,116776,41896,912,172,ReligionTemple,ReligionTemple,912.3125,-171.6875,912.5,-172.5,
Perpetual Relic of Kynareth,Daggerfall,32040,37032,250,210,ReligionTemple,ReligionTemple,250.3125,-209.6875,250.5,-210.5,
Old Ysyn's Shack,Wrothgarian Mountains,117032,41896,914,172,HomePoor,HomePoor,914.3125,-171.6875,914.5,-172.5,
Old Ysyn's Shack,Daggerfall,38056,38312,297,200,HomePoor,HomePoor,297.3125,-199.6875,297.5,-200.5,
Old Ysyssa's Shack,Wrothgarian Mountains,121640,41896,950,172,HomePoor,HomePoor,950.3125,-171.6875,950.5,-172.5,
Old Ysyssa's Shack,Ykalon,47016,58536,367,42,HomePoor,HomePoor,367.3125,-41.6875,367.5,-42.5,
Kirkwich,Wrothgarian Mountains,124432,41888,972,172,TownHamlet,TownHamlet,972.125,-171.75,972.5,-172.5,
Wickcroft Grange,Wrothgarian Mountains,118056,41768,922,173,HomeFarms,HomeFarms,922.3125,-172.6875,922.5,-173.5,
Wickcroft Grange,Anticlere,52264,45352,408,145,HomeFarms,HomeFarms,408.3125,-144.6875,408.5,-145.5,
Wickcroft Grange,Urvaius,60072,52264,469,91,HomeFarms,HomeFarms,469.3125,-90.6875,469.5,-91.5,
Longwark Rock,Wrothgarian Mountains,118560,41760,926,173,TownVillage,TownVillage,926.25,-172.75,926.5,-173.5,
Ruins of Masterfield Court,Wrothgarian Mountains,119336,41768,932,173,DungeonRuin,DungeonRuin,932.3125,-172.6875,932.5,-173.5,VampireHaunt
Ashcroft Grange,Wrothgarian Mountains,120104,41768,938,173,HomeFarms,HomeFarms,938.3125,-172.6875,938.5,-173.5,
Ashcroft Grange,Anticlere,53544,42792,418,165,HomeFarms,HomeFarms,418.3125,-164.6875,418.5,-165.5,
Ashcroft Grange,Bhoraine,81704,51112,638,100,HomeFarms,HomeFarms,638.3125,-99.6875,638.5,-100.5,
The Copperhart Plantation,Wrothgarian Mountains,121128,41768,946,173,HomeFarms,HomeFarms,946.3125,-172.6875,946.5,-173.5,
The Copperhart Plantation,Daggerfall,25512,40360,199,184,HomeFarms,HomeFarms,199.3125,-183.6875,199.5,-184.5,
The Copperhart Plantation,Ykalon,42408,58792,331,40,HomeFarms,HomeFarms,331.3125,-39.6875,331.5,-40.5,
The Copperhart Plantation,Daenia,45096,51624,352,96,HomeFarms,HomeFarms,352.3125,-95.6875,352.5,-96.5,
The Stronghold of Copperston,Wrothgarian Mountains,124456,41640,972,174,DungeonKeep,DungeonKeep,972.3125,-173.6875,972.5,-174.5,NaturalCave
The Stronghold of Copperston,Wrothgarian Mountains,124456,41640,972,174,DungeonKeep,DungeonKeep,972.3125,-173.6875,972.5,-174.5,Crypt
The Stronghold of Copperston,Ilessan Hills,25000,55208,195,68,DungeonKeep,DungeonKeep,195.3125,-67.6875,195.5,-68.5,NaturalCave
The Stronghold of Copperston,Ilessan Hills,25000,55208,195,68,DungeonKeep,DungeonKeep,195.3125,-67.6875,195.5,-68.5,Crypt
Gentle Star of Kynareth,Wrothgarian Mountains,125608,41640,981,174,ReligionTemple,ReligionTemple,981.3125,-173.6875,981.5,-174.5,
The Lynx and Pit Lodge,Wrothgarian Mountains,125864,41640,983,174,Tavern,Tavern,983.3125,-173.6875,983.5,-174.5,
Ruins of Greensly Orchard,Wrothgarian Mountains,117800,41512,920,175,DungeonRuin,DungeonRuin,920.3125,-174.6875,920.5,-175.5,Mine
Baalyonunah's Den,Wrothgarian Mountains,120872,41512,944,175,DungeonLabyrinth,DungeonLabyrinth,944.3125,-174.6875,944.5,-175.5,DragonsDen
Old Elyzorya's Farm,Wrothgarian Mountains,121640,41512,950,175,HomeFarms,HomeFarms,950.3125,-174.6875,950.5,-175.5,
Old Elyzorya's Farm,Northmoor,31016,63528,242,3,HomeFarms,HomeFarms,242.3125,-2.6875,242.5,-3.5,
Old Elyzorya's Farm,Shalgora,36776,46888,287,133,HomeFarms,HomeFarms,287.3125,-132.6875,287.5,-133.5,
Coppersly Orchard,Wrothgarian Mountains,123688,41512,966,175,HomeFarms,HomeFarms,966.3125,-174.6875,966.5,-175.5,
Copperhouse Hall,Wrothgarian Mountains,123944,41512,968,175,HomeWealthy,HomeWealthy,968.3125,-174.6875,968.5,-175.5,
Copperhouse Hall,Daggerfall,18088,42664,141,166,HomeWealthy,HomeWealthy,141.3125,-165.6875,141.5,-166.5,
Copperhouse Hall,Daenia,45352,53032,354,85,HomeWealthy,HomeWealthy,354.3125,-84.6875,354.5,-85.5,
The Dirty Djinn Pub,Wrothgarian Mountains,117544,41384,918,176,Tavern,Tavern,918.3125,-175.6875,918.5,-176.5,
The Dirty Djinn Pub,Myrkwasa,39464,12712,308,400,Tavern,Tavern,308.3125,-399.6875,308.5,-400.5,
The Copperhouse Tombs,Wrothgarian Mountains,116776,41256,912,177,Graveyard,Graveyard,912.3125,-176.6875,912.5,-177.5,Cemetery
Ruins of Woodwing Manor,Wrothgarian Mountains,117032,41256,914,177,DungeonRuin,DungeonRuin,914.3125,-176.6875,914.5,-177.5,Laboratory
The Mordyn Lode,Wrothgarian Mountains,118824,41256,928,177,DungeonLabyrinth,DungeonLabyrinth,928.3125,-176.6875,928.5,-177.5,Mine
Castle Buckingsly,Wrothgarian Mountains,121512,41256,949,177,DungeonKeep,DungeonKeep,949.3125,-176.6875,949.5,-177.5,Mine
Buckingfield Orchard,Wrothgarian Mountains,124072,41256,969,177,HomeFarms,HomeFarms,969.3125,-176.6875,969.5,-177.5,
Chesterwold Hollow,Wrothgarian Mountains,125984,41120,984,178,TownVillage,TownVillage,984.25,-177.75,984.5,-178.5,
Lamway,Wrothgarian Mountains,117920,41000,921,179,TownVillage,TownVillage,921.25,-178.6875,921.5,-179.5,
Old Barborya's Place,Wrothgarian Mountains,120872,41000,944,179,HomePoor,HomePoor,944.3125,-178.6875,944.5,-179.5,
Old Barborya's Place,Ilessan Hills,42280,52904,330,86,HomePoor,HomePoor,330.3125,-85.6875,330.5,-86.5,
The Buckingsly Farmstead,Wrothgarian Mountains,121640,41000,950,179,HomeFarms,HomeFarms,950.3125,-178.6875,950.5,-179.5,
The Buckingsly Farmstead,Glenpoint,22440,53032,175,85,HomeFarms,HomeFarms,175.3125,-84.6875,175.5,-85.5,
